,name,rating,review,salaries,interviews,jobs,ctype_and_location
10484,Nexa,4.0,(1.1k),1.1k,2.2k,41,Automobile | New Delhi +216 other locations
10485,Power Grid Corporation of India,4.3,(1.1k),1.1k,2k,74,Power | Gurugram +234 other locations
10486,Vayona Energy,4.0,(1.1k),1.1k,4.9k,60,Power | Bengaluru +68 other locations
10487,1point1 Solutions,3.3,(1.1k),1.1k,3.1k,83,BPO | Bengaluru +18 other locations
10488,TKIL,4.1,(1.1k),1.1k,4.5k,74,Industrial Machinery | Pune +63 other locations
10489,TÜV NORD,3.7,(1.1k),1.1k,4k,77,"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
10490,Klm Axiva Finvest,4.4,(1.1k),1.1k,766,437,NBFC | Bengaluru +158 other locations
10491,Pernod Ricard,3.5,(1.1k),1.1k,4.4k,61,Beverage | Gurugram +120 other locations
10492,Tata Capital Housing Finance,3.9,(1.1k),1.1k,3.2k,50,NBFC | Mumbai +169 other locations
10493,Bajaj Capital Insurance Broking Limited,4.4,(1k),1k,1.3k,227,Insurance | New Delhi +140 other locations
10494,Zf Rane Automotive,3.9,(1k),1k,3.9k,65,Auto Components | Chennai +50 other locations
10495,Spencer's Retail,3.7,(1k),1k,2.8k,65,Retail | Kolkata +63 other locations
10496,Bharat Sanchar Nigam,3.9,(1k),1k,2.6k,47,Telecom | Bengaluru +241 other locations
10497,Dana Anand,4.0,(1k),1k,2.9k,53,Auto Components | Pune +49 other locations
10498,Unity Small Finance Bank,3.6,(1k),1k,4.1k,78,Banking | Mumbai +146 other locations
10499,Greenko Group,3.9,(1k),1k,3.7k,71,Power | Hyderabad +82 other locations
10500,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10501,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10502,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10503,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10504,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10505,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10506,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10507,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10508,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10509,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10510,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10511,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10512,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10513,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10514,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10515,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10516,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10517,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10518,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10519,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10520,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10521,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10522,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10523,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10524,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10525,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10526,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10527,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10528,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10529,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10530,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10531,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10532,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10533,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10534,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10535,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10536,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10537,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10538,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10539,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10540,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10541,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10542,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10543,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10544,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10545,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10546,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10547,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10548,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10549,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10550,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10551,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10552,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10553,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10554,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10555,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10556,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10557,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10558,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10559,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10560,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10561,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10562,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10563,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10564,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10565,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10566,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10567,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10568,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10569,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10570,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10571,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10572,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10573,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10574,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10575,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10576,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10577,Hinduja Housing Finance,3.7,(1k),1k,2.7k,48,NBFC | New Delhi +213 other locations
10578,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10579,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10580,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10581,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10582,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10583,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10584,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10585,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10586,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10587,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10588,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10589,Hinduja Housing Finance,3.7,(1k),1k,2.7k,48,NBFC | New Delhi +213 other locations
10590,BirlaNu,3.9,(1k),1k,2.9k,74,Building Material | Hyderabad +110 other locations
10591,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10592,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10593,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10594,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10595,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10596,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10597,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10598,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10599,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10600,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10601,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10602,Hinduja Housing Finance,3.7,(1k),1k,2.7k,48,NBFC | New Delhi +213 other locations
10603,BirlaNu,3.9,(1k),1k,2.9k,74,Building Material | Hyderabad +110 other locations
10604,Fractal Analytics,4.0,(1k),1k,10.7k,227,Analytics & KPO | Bengaluru +18 other locations
10605,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10606,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10607,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10608,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10609,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10610,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10611,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10612,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10613,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10614,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10615,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10616,Hinduja Housing Finance,3.7,(1k),1k,2.7k,48,NBFC | New Delhi +213 other locations
10617,BirlaNu,3.9,(1k),1k,2.9k,74,Building Material | Hyderabad +110 other locations
10618,Fractal Analytics,4.0,(1k),1k,10.7k,227,Analytics & KPO | Bengaluru +18 other locations
10619,Allianz Technology,4.0,(1k),1k,6.7k,72,IT Services & Consulting | Pune +14 other locations
10620,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10621,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10622,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10623,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10624,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10625,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10626,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10627,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10628,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10629,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10630,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10631,Hinduja Housing Finance,3.7,(1k),1k,2.7k,48,NBFC | New Delhi +213 other locations
10632,BirlaNu,3.9,(1k),1k,2.9k,74,Building Material | Hyderabad +110 other locations
10633,Fractal Analytics,4.0,(1k),1k,10.7k,227,Analytics & KPO | Bengaluru +18 other locations
10634,Allianz Technology,4.0,(1k),1k,6.7k,72,IT Services & Consulting | Pune +14 other locations
10635,SLMG Beverages,3.9,(1k),1k,3.3k,66,Beverage | Lucknow +95 other locations
10636,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10637,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10638,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10639,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10640,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10641,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10642,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10643,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10644,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10645,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10646,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10647,Hinduja Housing Finance,3.7,(1k),1k,2.7k,48,NBFC | New Delhi +213 other locations
10648,BirlaNu,3.9,(1k),1k,2.9k,74,Building Material | Hyderabad +110 other locations
10649,Fractal Analytics,4.0,(1k),1k,10.7k,227,Analytics & KPO | Bengaluru +18 other locations
10650,Allianz Technology,4.0,(1k),1k,6.7k,72,IT Services & Consulting | Pune +14 other locations
10651,SLMG Beverages,3.9,(1k),1k,3.3k,66,Beverage | Lucknow +95 other locations
10652,Amara Raja Group,4.1,(1k),1k,3.4k,74,Auto Components | Tirupati +79 other locations
10653,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10654,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10655,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10656,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10657,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10658,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10659,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10660,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10661,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10662,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10663,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10664,Hinduja Housing Finance,3.7,(1k),1k,2.7k,48,NBFC | New Delhi +213 other locations
10665,BirlaNu,3.9,(1k),1k,2.9k,74,Building Material | Hyderabad +110 other locations
10666,Fractal Analytics,4.0,(1k),1k,10.7k,227,Analytics & KPO | Bengaluru +18 other locations
10667,Allianz Technology,4.0,(1k),1k,6.7k,72,IT Services & Consulting | Pune +14 other locations
10668,SLMG Beverages,3.9,(1k),1k,3.3k,66,Beverage | Lucknow +95 other locations
10669,Amara Raja Group,4.1,(1k),1k,3.4k,74,Auto Components | Tirupati +79 other locations
10670,Lakshmi Machine Works,3.8,(1k),1k,4.3k,60,Industrial Machinery | Coimbatore +32 other locations
10671,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10672,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10673,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10674,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10675,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10676,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10677,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10678,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10679,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10680,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10681,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10682,Hinduja Housing Finance,3.7,(1k),1k,2.7k,48,NBFC | New Delhi +213 other locations
10683,BirlaNu,3.9,(1k),1k,2.9k,74,Building Material | Hyderabad +110 other locations
10684,Fractal Analytics,4.0,(1k),1k,10.7k,227,Analytics & KPO | Bengaluru +18 other locations
10685,Allianz Technology,4.0,(1k),1k,6.7k,72,IT Services & Consulting | Pune +14 other locations
10686,SLMG Beverages,3.9,(1k),1k,3.3k,66,Beverage | Lucknow +95 other locations
10687,Amara Raja Group,4.1,(1k),1k,3.4k,74,Auto Components | Tirupati +79 other locations
10688,Lakshmi Machine Works,3.8,(1k),1k,4.3k,60,Industrial Machinery | Coimbatore +32 other locations
10689,Crompton Greaves Consumer Electricals,3.7,(1k),1k,3.8k,57,Consumer Electronics & Appliances | Mumbai +107 other locations
10690,Thermo Fisher Scientific,3.7,(1k),1k,6.6k,107,Biotechnology | Bengaluru +35 other locations
10691,Aspire Systems,3.8,(1k),1k,9.8k,128,IT Services & Consulting | Chennai +23 other locations
10692,Kinara Capital,4.2,(1k),1k,2.2k,93,NBFC | Bengaluru +114 other locations
10693,Hindustan Zinc,3.8,(1k),1k,4.4k,54,Metals & Mining | Udaipur +36 other locations
10694,GlobalData,3.3,(1k),1k,5.6k,92,Analytics & KPO | Hyderabad +22 other locations
10695,Nippon Life India Asset Management,4.6,(1k),1k,1.6k,158,Financial Services | Mumbai +189 other locations
10696,Wheels,3.9,(1k),1k,5.1k,72,Auto Components | Chennai +47 other locations
10697,Gharda Chemicals Limited,4.0,(1k),1k,4.6k,81,Agro Chemicals | Mumbai +73 other locations
10698,ValueMomentum,3.2,(1k),1k,8.8k,95,IT Services & Consulting | Hyderabad +11 other locations
10699,Netcracker Technology,3.0,(1k),1k,9.2k,143,IT Services & Consulting | Hyderabad +12 other locations
10700,Ceasefire Industries,3.2,(1k),1k,2.4k,121,Industrial Machinery | New Delhi +76 other locations
10701,Hinduja Housing Finance,3.7,(1k),1k,2.7k,48,NBFC | New Delhi +213 other locations
10702,BirlaNu,3.9,(1k),1k,2.9k,74,Building Material | Hyderabad +110 other locations
10703,Fractal Analytics,4.0,(1k),1k,10.7k,227,Analytics & KPO | Bengaluru +18 other locations
10704,Allianz Technology,4.0,(1k),1k,6.7k,72,IT Services & Consulting | Pune +14 other locations
10705,SLMG Beverages,3.9,(1k),1k,3.3k,66,Beverage | Lucknow +95 other locations
10706,Amara Raja Group,4.1,(1k),1k,3.4k,74,Auto Components | Tirupati +79 other locations
10707,Lakshmi Machine Works,3.8,(1k),1k,4.3k,60,Industrial Machinery | Coimbatore +32 other locations
